2025-09-02 15:48:25 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.003769397735595703}
2025-09-02 15:48:25 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:48:43 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.003167867660522461}
2025-09-02 15:48:43 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:49:21 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.0022013187408447266}
2025-09-02 15:49:21 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:50:26 - services.ai.data_integration_service - ERROR - [data_integration_service.py:44] - initialize_knowledge_base() - Redis initialization failed: Redis not connected
2025-09-02 15:51:54 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:54 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:55 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:55 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:56 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:56 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:57 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:57 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:57 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:58 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:58 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:59 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:51:59 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:00 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:00 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:00 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:01 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:01 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:02 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:02 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:02 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:03 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:03 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:05 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:05 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:06 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:06 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:07 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:07 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:08 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:08 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:08 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:09 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:09 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:11 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:11 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:13 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:13 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:16 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:16 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:19 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:19 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:22 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:22 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:24 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:24 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:26 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:26 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:26 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:27 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:27 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:28 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:28 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:28 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:29 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:29 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:52:30 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
